cal_enabled,cal_fusion_alpha,cal_confidence_threshold,cal_min_cache_size,accuracy,dataset,exp_id
False,0.3,0.6,10,62.53086419753087,eurosat,1
False,0.3,0.6,20,60.888888888888886,eurosat,2
False,0.3,0.6,30,61.074074074074076,eurosat,3
False,0.3,0.7,10,62.0,eurosat,4
False,0.3,0.7,20,58.75308641975309,eurosat,5
False,0.3,0.7,30,62.41975308641975,eurosat,6
False,0.3,0.8,10,58.901234567901234,eurosat,7
False,0.3,0.8,20,60.97530864197531,eurosat,8
False,0.3,0.8,30,60.50617283950617,eurosat,9
False,0.3,0.9,10,61.95061728395062,eurosat,10
False,0.3,0.9,20,60.5679012345679,eurosat,11
False,0.3,0.9,30,59.18518518518518,eurosat,12
False,0.5,0.6,10,60.24691358024691,eurosat,13
False,0.5,0.6,20,60.48148148148148,eurosat,14
False,0.5,0.6,30,61.51851851851852,eurosat,15
False,0.5,0.7,10,59.76543209876543,eurosat,16
False,0.5,0.7,20,59.79012345679013,eurosat,17
False,0.5,0.7,30,61.55555555555556,eurosat,18
False,0.5,0.8,10,60.888888888888886,eurosat,19
False,0.5,0.8,20,62.629629629629626,eurosat,20
False,0.5,0.8,30,62.48148148148148,eurosat,21
False,0.5,0.9,10,58.41975308641975,eurosat,22
False,0.5,0.9,20,57.876543209876544,eurosat,23
False,0.5,0.9,30,59.39506172839506,eurosat,24
False,0.7,0.6,10,61.27160493827161,eurosat,25
False,0.7,0.6,20,62.02469135802469,eurosat,26
False,0.7,0.6,30,58.135802469135804,eurosat,27
False,0.7,0.7,10,59.69135802469136,eurosat,28
False,0.7,0.7,20,62.45679012345679,eurosat,29
False,0.7,0.7,30,62.72839506172839,eurosat,30
False,0.7,0.8,10,61.76543209876543,eurosat,31
False,0.7,0.8,20,60.382716049382715,eurosat,32
False,0.7,0.8,30,60.01234567901235,eurosat,33
False,0.7,0.9,10,59.2962962962963,eurosat,34
False,0.7,0.9,20,60.34567901234568,eurosat,35
False,0.7,0.9,30,60.123456790123456,eurosat,36
False,0.8,0.6,10,61.72839506172839,eurosat,37
False,0.8,0.6,20,60.97530864197531,eurosat,38
False,0.8,0.6,30,59.111111111111114,eurosat,39
False,0.8,0.7,10,59.851851851851855,eurosat,40
False,0.8,0.7,20,61.19753086419753,eurosat,41
False,0.8,0.7,30,60.074074074074076,eurosat,42
False,0.8,0.8,10,61.19753086419753,eurosat,43
False,0.8,0.8,20,61.71604938271605,eurosat,44
False,0.8,0.8,30,61.79012345679013,eurosat,45
False,0.8,0.9,10,60.44444444444444,eurosat,46
False,0.8,0.9,20,57.074074074074076,eurosat,47
False,0.8,0.9,30,60.592592592592595,eurosat,48
False,0.9,0.6,10,61.19753086419753,eurosat,49
False,0.9,0.6,20,58.04938271604938,eurosat,50
False,0.9,0.6,30,61.01234567901235,eurosat,51
False,0.9,0.7,10,61.0,eurosat,52
False,0.9,0.7,20,59.22222222222222,eurosat,53
False,0.9,0.7,30,60.2962962962963,eurosat,54
False,0.9,0.8,10,58.18518518518518,eurosat,55
False,0.9,0.8,20,61.2962962962963,eurosat,56
False,0.9,0.8,30,59.876543209876544,eurosat,57
False,0.9,0.9,10,59.901234567901234,eurosat,58
False,0.9,0.9,20,61.41975308641975,eurosat,59
False,0.9,0.9,30,58.876543209876544,eurosat,60
